,time,Lat_Prim,Long_Prim,DeltaLat_Namaka,DeltaLong_Namaka,DeltaLat_Namaka_err,DeltaLong_Namaka_err,DeltaLat_Hiiaka,DeltaLong_Hiiaka,DeltaLat_Hiiaka_err,DeltaLong_Hiiaka_err
11,2454138.2714533764,26.929972125139113,193.2323128345935,-0.49533337933098665,0.18399430258559607,0.004449817186051018,0.003364575470835982,0.15397509483108252,-0.3104881497525824,0.0022088788859164752,0.0021942874297564852
12,2454469.357700658,27.04993479804031,194.12584964261455,-0.2704477675663952,0.09483868877979507,0.007524320002218313,0.007288495656133182,-1.0654694982420665,0.7378649635200937,0.007241952514198158,0.005280226370189073
13,2454593.43079733,27.093544163115155,194.46125687665133,-0.6918737969613176,0.3117983681032911,0.007309942797776449,0.006800627646677178,0.9206058657412086,-0.6117688687192498,0.0042362953244047845,0.003862877591560378
14,2454599.896802424,27.09579274733959,194.47875225237524,0.17254229270946553,-0.10255235428541641,0.010668333940136254,0.007318158942581864,0.20016194629448592,0.02939521754890024,0.004153840626144563,0.005467111738147086
15,2454601.694803842,27.096420241551964,194.48360750747415,0.4492048199011833,-0.2257952654849506,0.006457341675366364,0.006141568626908455,-0.04412922733791902,0.22098283797475538,0.005123225120475537,0.007019362013971837
16,2454603.49280526,27.097042412153666,194.48847709800552,0.5395730288427103,-0.25390036116690584,0.004329961002441396,0.004022685591919001,-0.2997954916381218,0.406875460046858,0.0053746885192410025,0.0033933502814433372
17,2454605.492806837,27.09773841684658,194.49389061100302,0.2731981120945193,-0.12197369370294943,0.005749346540787121,0.004978575518075754,-0.5670043336095887,0.5799058305864543,0.009341831231162097,0.006561900803478322
18,2455375.360446633,27.35022669715832,196.58192907380385,0.17667202030935414,-0.08570801154103153,0.0015940045367493663,0.0017603834031988876,,,,
19,2455375.366446638,27.350230510123634,196.58193883734504,,,,,1.0133863486345263,-0.7391677092109297,0.0015448964709900597,0.0017553236782837343
20,2455375.378446649,27.350232793462222,196.58197266001625,0.16930525093243887,-0.0828077024547035,0.0031898699781897394,0.0035548774008106114,,,,
21,2455375.4244466885,27.350247269366108,196.5820936551443,0.16576455775378918,-0.08084664635911328,0.0071454081114543586,0.0038672945181259166,,,,
22,2455375.4324466954,27.350245739754058,196.58211771427574,,,,,1.0124565566854926,-0.7361142437294378,0.0015241395122539973,0.0014131557622319756
23,2455375.442446704,27.350248023057834,196.58215153696645,0.16106269305140586,-0.07750106372741997,0.002354284524953022,0.0021283350542387475,,,,
24,2455375.4914467465,27.350266311841754,196.58228229571273,0.14554364085768157,-0.0741082631784615,0.0024692085176734376,0.0017917526638223458,,,,
25,2455375.498446753,27.35026478220896,196.58230635485555,,,,,1.0112890533306995,-0.732781429729915,0.001827332365717034,0.0015168719861829295
26,2455375.56444681,27.350289167197108,196.58248069993599,,,,,1.0100920531613156,-0.7302114281960543,0.0016891457148481856,0.0015829826295176695
27,2455375.63344687,27.350308209541257,196.58266934069363,,,,,1.009098179378043,-0.727129765508655,0.0017426383007547437,0.0016222009288267007
28,2455375.698446926,27.350332594386174,196.5828436859571,,,,,1.009034789969121,-0.7256590805344529,0.0017646885481526096,0.001608958406600259
29,2455375.7634469825,27.350347823664944,196.5830225633131,,,,,1.0075751441505076,-0.7226676495993339,0.0013808745784617419,0.0017210325034265669
30,2457155.045123575,27.80872530178994,201.47925869107794,-0.38120476086476174,0.26855702740386383,0.004126504735370911,0.0037901041515083756,-0.470565951938795,0.6816880166501609,0.0056774778868605895,0.005138912226451743
31,2457203.7021745946,27.818861944854405,201.61497740133845,0.5839564351433069,-0.4074250852824171,0.0019291279206557679,0.002118212242633304,-0.42024918752616713,0.6352354810161708,0.0019013623999874784,0.002128546311255733
