,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460350036,-14.504220375159814,20.43355284033596,-0.17041705790061612,-0.30946018204460796,0.008,0.008,-0.03320342027304613,-0.08707298643722781,0.008,0.008
1,2453707.380416155,-14.460551134367993,20.483271836708983,-0.31097542114080073,0.4299627325826718,0.006,0.006,-0.014651501216192167,-0.14377766006106615,0.006,0.006
2,2453967.560622394,-14.324983819190296,20.63742106821475,0.3846536672878096,-0.11822425515801804,0.01,0.01,0.022791874839244695,-0.0917588470992514,0.01,0.01
3,2453968.5306231664,-14.324475995467159,20.637997952405428,0.37613701767161617,-0.3258180219841924,0.04,0.04,-0.06778771701851105,0.16723046281448273,0.04,0.04
4,2453977.520630329,-14.319796198554185,20.643323938688763,-0.3180165697209989,0.40168662652686593,0.03,0.03,-0.031419045753480875,0.1425863830576255,0.03,0.03
5,2453977.81063056,-14.31963493405511,20.64349073367353,-0.2913246868013633,0.44000531965875533,0.001,0.001,-0.03154631554921361,0.07412700337623522,0.001,0.001
6,2453978.440631062,-14.319308744165339,20.64387016610958,-0.19940414176532503,0.4724779210588662,0.01,0.01,-0.012293728421996466,-0.13319637471983498,0.01,0.01
7,2454325.025989362,-14.138278783876453,20.84939210039251,-0.3775898221362721,0.06131330762867958,0.00415,0.00415,0.03001269002904935,0.06183062415130151,0.00415,0.00415
8,2457051.1111994446,-12.702624830327133,22.475053133953534,0.37001108014119116,0.0474187904887499,0.0022600000000000003,0.0022600000000000003,-0.08137942118716684,0.04198608517036429,0.0022600000000000003,0.0022600000000000003
9,2457051.181019521,-12.702589370390315,22.475100549213447,0.37124605636119723,0.031029162003183532,0.0022600000000000003,0.0022600000000000003,-0.07256187789002244,0.02704765901898412,0.0022600000000000003,0.0022600000000000003
10,2457054.361342977,-12.700907405681868,22.476983014597558,0.28936048167279294,-0.4486152217414977,0.0022600000000000003,0.0022600000000000003,0.07413179727834221,-0.07494569418630515,0.0022600000000000003,0.0022600000000000003
11,2457054.432083054,-12.700868270168758,22.477020912555666,0.2771418595559876,-0.45457056379168964,0.0022600000000000003,0.0022600000000000003,0.06755036442138886,-0.0479637267754298,0.0022600000000000003,0.0022600000000000003
12,2458119.2247108333,-12.133735432627125,23.105753923039106,0.3270244614255492,-0.42984233946397565,0.00367,0.00367,-0.07288133123947908,0.12140145727047799,0.00367,0.00367
13,2458119.423301056,-12.133627115857827,23.105863411414443,0.29833137468498455,-0.4415968038842298,0.00474,0.00474,-0.11269728453923061,0.12596685594305834,0.00474,0.00474
14,2458121.20229305,-12.1326685670837,23.106919115883695,0.05950412250686476,-0.4897190709381388,0.00595,0.00595,0.004057976377182227,0.056864091462705324,0.00595,0.00595
15,2458127.1719697425,-12.129478920655611,23.11044317416411,-0.30709897000448916,0.4191649729499695,0.00359,0.00359,-0.015455670022853366,-0.04611174418690572,0.00359,0.00359
16,2458128.3640210787,-12.128834338354125,23.111141867175302,-0.16373570877586666,0.4893522182741896,0.00232,0.00232,-0.09617101781024792,0.12368723110169447,0.00232,0.00232
17,2458132.403335608,-12.126677978503626,23.113525186328012,0.38321184623464144,0.018675801301299783,0.0022600000000000003,0.0022600000000000003,0.037699145212939204,0.010704874965764014,0.0022600000000000003,0.0022600000000000003
18,2458152.13673774,-12.116116547863536,23.12517679909539,0.18744537077333825,-0.4888412495864904,0.0022600000000000003,0.0022600000000000003,0.01003298521964666,-0.0659548455124616,0.0022600000000000003,0.0022600000000000003
